@relation 'landsat-statlog-weka.filters.unsupervised.attribute.Remove-R3-4,7-8,11-12,15,19,23,27,31-32,35-36-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R17'

@attribute x1 numeric
@attribute x2 numeric
@attribute x5 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute class {1,2,3,4,5,7}

@data
83,103,83,87,112,78,115,97,78,111,94,70,106,90,72,102,64,98,64,98,1
83,112,87,79,103,78,111,94,70,106,90,67,102,94,64,98,64,98,60,98,1
79,103,71,67,99,67,102,94,63,97,87,60,97,90,60,98,57,85,53,85,1
63,95,63,59,91,60,102,90,57,92,87,57,88,87,57,89,57,81,57,81,1
59,95,59,59,99,57,88,83,60,88,83,57,92,87,53,85,57,85,60,94,1
59,99,59,59,95,60,88,83,57,92,87,57,97,87,57,85,60,94,60,94,1
59,103,63,63,103,63,97,87,60,97,87,57,92,87,57,94,57,85,53,89,1
63,103,63,59,99,60,97,87,57,92,87,57,92,83,57,85,53,89,53,89,1
59,95,59,59,88,57,88,83,57,92,83,53,92,87,53,81,53,85,53,85,1
59,91,59,59,88,57,92,83,53,92,87,57,88,87,53,85,53,85,53,85,1
59,88,59,59,99,53,92,87,57,88,87,60,97,94,53,85,53,85,57,98,1
59,88,59,63,99,57,88,87,60,97,94,63,111,97,53,85,57,98,60,106,1
63,99,63,59,95,63,111,97,63,106,90,60,97,94,60,106,64,106,64,102,1
63,99,59,63,99,63,106,90,60,97,94,63,102,87,64,106,64,102,64,106,1
59,95,63,67,95,60,97,94,63,102,87,67,97,80,64,102,64,106,64,106,1
67,108,67,63,103,63,102,90,67,102,94,67,102,90,64,89,64,102,68,106,1
67,108,63,67,103,67,102,94,67,102,90,63,102,94,64,102,68,106,68,111,1
67,103,63,63,112,63,102,94,63,111,97,63,106,97,68,111,64,111,64,111,1
63,112,67,67,108,63,106,97,67,111,94,67,111,97,64,111,72,111,72,111,1
67,108,67,67,112,67,111,94,67,111,97,67,111,94,72,111,72,111,72,111,1
67,112,67,63,88,67,111,94,67,106,97,67,102,87,68,111,68,111,68,111,1
74,84,74,70,79,64,73,57,64,73,57,64,69,57,64,71,64,71,68,71,7
74,84,70,67,75,64,73,57,64,69,57,64,69,57,64,71,68,71,68,75,7
67,75,63,63,71,64,69,57,64,69,57,64,73,61,68,75,68,71,68,71,7
63,75,63,63,67,64,69,57,64,73,61,64,73,57,68,71,68,71,64,75,7
63,71,63,63,71,64,73,61,64,73,57,68,69,57,68,71,64,75,68,71,7
63,67,63,63,71,64,73,57,68,69,57,64,73,54,64,75,68,71,64,71,7
63,71,63,63,71,68,69,57,64,73,54,64,73,57,68,71,64,71,64,75,7
63,71,63,67,75,64,73,54,64,73,57,64,73,61,64,71,64,75,64,71,7
63,71,67,70,79,64,73,57,64,73,61,68,77,68,64,75,64,71,64,79,7
67,75,70,67,75,64,73,61,68,77,68,72,77,65,64,71,64,79,68,83,7
60,71,63,67,84,68,73,61,64,69,61,72,81,68,68,83,68,79,68,75,7
63,75,67,70,88,64,69,61,72,81,68,80,98,83,68,79,68,75,76,87,7
67,84,70,74,88,72,81,68,80,98,83,88,106,87,68,75,76,87,88,103,7
82,92,78,78,92,80,98,83,80,94,79,76,85,68,84,95,76,87,76,83,7
78,92,78,67,71,80,94,79,76,85,68,68,77,68,76,87,76,83,76,87,7
74,79,78,78,97,76,85,79,76,85,79,80,94,83,76,83,76,83,80,95,7
78,92,78,82,102,76,85,79,80,94,83,88,106,87,76,83,80,95,88,103,7
78,97,82,85,106,80,94,83,88,106,87,88,106,91,80,95,88,103,88,107,3
82,102,85,93,120,88,106,87,88,106,91,88,115,94,88,103,88,107,88,112,3
85,106,93,93,115,88,106,91,88,115,94,84,111,94,88,107,88,112,88,116,3
93,120,93,93,120,88,115,94,84,111,94,84,115,98,88,112,88,116,84,112,3
93,120,93,89,106,84,115,98,88,115,102,80,111,94,84,112,84,116,76,112,3
93,115,89,85,106,88,115,102,80,111,94,76,106,94,84,116,76,112,71,103,1
89,106,85,78,115,80,111,94,76,106,94,72,102,91,76,112,71,103,64,99,1
85,106,78,78,111,76,106,94,72,102,91,64,98,91,71,103,64,99,64,103,1
78,111,70,67,102,64,98,91,64,98,91,60,98,87,64,103,60,103,53,83,1
63,97,60,60,102,57,85,83,53,85,83,57,89,83,53,83,53,83,50,75,1
60,97,60,57,92,53,85,83,57,89,83,57,81,79,53,83,50,75,53,75,1
60,102,57,57,88,57,89,83,57,81,79,57,81,76,50,75,53,75,56,79,1
57,92,57,57,88,57,81,79,57,81,76,57,81,76,53,75,56,79,56,79,1
57,88,57,57,88,57,81,76,57,81,76,53,85,76,56,79,56,79,53,79,1
57,88,60,57,92,53,85,76,57,85,83,60,94,87,53,79,53,83,60,87,1
60,88,57,57,97,57,85,83,60,94,87,60,94,87,53,83,60,87,56,87,1
57,92,57,63,97,60,94,87,60,94,87,57,94,87,60,87,56,87,53,83,1
57,97,63,60,97,60,94,87,57,94,87,57,85,79,56,87,53,83,53,79,1
63,97,60,57,92,57,94,87,57,85,79,53,89,87,53,83,53,79,53,87,1
60,97,57,57,92,57,85,79,53,89,87,53,89,83,53,79,53,87,53,95,1
57,92,57,57,88,53,89,87,53,89,83,53,81,83,53,87,53,95,53,83,1
57,92,57,57,92,53,89,83,53,81,83,53,85,83,53,95,53,83,53,79,1
57,88,57,53,92,53,81,83,53,85,83,53,85,83,53,83,53,79,46,79,1
57,92,53,57,88,53,85,83,53,85,83,53,85,83,53,79,46,79,50,79,1
53,92,57,60,97,53,85,83,53,85,83,57,98,91,46,79,50,79,56,87,1
57,88,60,63,111,53,85,83,57,98,91,60,106,98,50,79,56,87,60,103,1
60,97,63,63,106,57,98,91,60,106,98,64,106,98,56,87,60,103,64,107,1
63,111,63,60,97,60,106,98,64,106,98,64,102,94,60,103,64,107,64,112,1
63,106,60,63,102,64,106,98,64,102,94,64,106,94,64,107,64,112,64,107,1
63,102,67,63,88,64,106,94,64,106,94,68,102,87,64,107,71,107,76,112,1
67,102,67,63,102,64,102,91,68,106,94,68,111,98,64,95,64,103,64,107,1
63,102,63,63,106,68,111,98,64,111,94,64,111,98,64,107,68,107,64,112,1
67,111,67,67,111,72,111,98,72,111,98,72,111,98,64,112,68,107,68,112,1
67,111,67,67,115,72,111,98,68,111,94,68,111,94,68,112,76,112,71,112,1
70,111,67,67,106,68,111,98,68,111,94,68,111,94,71,112,71,112,68,112,1
67,111,67,67,102,68,111,94,68,111,94,68,111,94,71,112,68,112,68,112,1
64,73,64,64,69,64,71,59,64,71,56,68,71,59,67,72,67,72,67,72,7
64,73,64,64,69,64,71,56,68,71,59,68,75,56,67,72,67,72,67,72,7
64,69,64,64,73,68,75,56,68,71,56,68,71,56,67,72,63,75,63,72,7
64,73,68,64,73,64,75,56,68,71,56,64,71,56,63,68,63,72,67,72,7
68,69,64,64,73,68,71,56,64,71,56,64,75,56,63,72,67,72,67,72,7
64,73,64,64,73,64,71,56,64,75,56,64,71,63,67,72,67,72,63,72,7
64,73,68,72,77,64,71,63,64,79,63,68,83,70,63,72,63,72,67,79,7
88,106,88,88,102,88,103,85,88,103,88,84,99,85,79,87,75,83,75,91,7
68,77,76,76,85,76,87,78,76,83,78,76,83,78,75,87,75,79,75,83,7
76,85,76,80,94,76,83,78,76,83,78,80,95,81,75,79,75,83,88,95,7
76,85,80,88,106,76,83,78,80,95,81,88,103,88,75,83,88,95,93,103,7
80,94,88,88,106,80,95,81,88,103,88,88,107,92,88,95,93,103,88,107,3
88,106,88,84,111,88,107,92,88,112,96,88,116,103,88,107,88,121,84,111,3
88,115,84,84,115,88,112,96,88,116,103,84,112,99,88,121,84,111,79,107,3
88,115,80,76,106,84,116,99,76,112,92,71,103,88,71,103,67,99,63,91,1
80,111,76,72,102,76,112,92,71,103,88,64,99,92,67,99,63,91,59,91,1
72,102,64,64,98,64,99,92,64,103,96,60,103,88,59,91,59,87,55,83,1
57,85,53,57,89,53,83,81,53,83,85,50,75,74,51,75,51,72,51,68,1
53,85,57,57,81,53,83,85,50,75,74,53,75,74,51,72,51,68,51,75,1
57,81,57,57,81,53,75,74,56,79,78,56,79,78,51,75,55,75,55,72,1
57,81,53,57,85,56,79,78,53,79,78,53,83,81,55,72,55,72,59,79,1
53,85,57,60,94,53,79,78,53,83,81,60,87,85,55,72,59,79,59,91,1
60,94,57,57,85,56,87,81,53,83,78,53,79,81,59,87,55,79,55,83,1
53,89,53,53,81,53,87,88,53,95,85,53,83,81,55,83,51,83,51,79,1
53,85,53,53,85,53,79,78,46,79,78,50,79,78,55,79,51,75,51,79,1
53,85,53,57,98,46,79,78,50,79,78,56,87,92,51,75,51,79,55,87,1
57,98,60,64,106,56,87,92,60,103,92,64,107,96,55,87,63,95,67,107,1
60,106,64,64,102,60,103,92,64,107,96,64,112,96,63,95,67,107,71,107,1
64,106,64,64,106,64,107,96,64,112,96,64,107,96,67,107,71,107,67,107,1
64,106,64,68,102,64,107,96,71,107,96,76,112,99,67,107,79,111,84,116,1
64,106,68,68,94,71,107,96,76,112,99,76,112,99,79,111,84,116,75,107,1
68,102,68,64,85,76,112,99,76,112,99,68,103,88,84,116,75,107,67,107,1
64,89,64,68,106,68,87,78,64,95,81,64,103,88,71,87,67,87,63,95,1
68,106,68,64,111,64,103,88,64,107,96,68,107,96,63,95,67,107,67,107,1
64,111,72,72,111,64,112,96,64,112,99,68,107,96,67,107,67,111,67,111,1
72,111,68,68,111,68,112,99,76,112,99,71,112,96,67,111,71,111,71,111,1
68,111,68,68,111,76,112,99,71,112,96,71,112,96,71,111,71,111,71,111,1
68,111,68,68,111,71,112,96,71,112,96,71,112,96,71,111,71,111,71,111,1
68,111,68,68,111,71,112,96,71,112,96,68,112,99,71,111,71,111,71,107,1
68,111,68,68,111,71,112,96,68,112,99,68,112,96,71,111,71,107,71,107,1
64,71,68,68,75,67,72,54,67,72,58,67,72,54,63,67,66,71,66,71,7
68,71,68,68,71,67,72,58,67,72,54,63,75,58,66,71,66,71,66,71,7
68,71,68,64,75,63,75,58,63,72,54,63,68,58,66,71,66,71,63,71,7
64,71,64,64,71,67,72,54,67,72,58,63,72,58,63,67,63,71,63,75,7
64,75,64,64,79,67,72,58,63,72,58,63,72,58,63,71,63,75,66,75,7
64,79,68,68,83,63,72,58,67,79,67,67,83,71,66,75,70,79,70,83,7
68,83,68,68,79,67,79,67,67,83,71,71,79,67,70,79,70,83,78,91,7
68,83,68,68,75,67,83,71,71,79,67,67,72,62,70,83,78,91,82,100,7
68,79,68,76,87,71,79,67,67,72,62,71,83,67,78,91,82,100,86,104,7
68,75,76,88,103,67,72,62,71,83,67,79,87,79,82,100,86,104,90,104,7
76,87,88,88,103,71,83,67,79,87,79,75,83,79,86,104,90,104,78,91,7
84,95,76,76,83,79,87,75,79,87,71,79,87,75,59,63,70,75,74,87,7
76,87,76,76,87,79,87,71,79,87,75,75,87,79,70,75,74,87,74,79,7
76,83,76,76,83,79,87,75,75,87,79,75,79,79,74,87,74,79,74,79,7
76,83,80,88,103,75,83,79,88,95,87,93,103,92,74,83,78,91,86,104,7
80,95,88,88,107,88,95,87,93,103,92,88,107,96,78,91,86,104,86,100,3
88,107,88,88,116,88,107,96,88,121,100,84,111,96,86,100,78,104,78,113,3
88,116,84,84,116,84,111,96,79,107,96,71,103,96,78,113,70,104,66,91,1
84,116,76,71,103,71,103,96,67,99,87,63,91,87,66,91,63,87,63,87,1
64,99,64,60,103,59,91,87,59,87,87,55,83,83,56,91,56,87,56,83,1
60,103,53,53,83,55,83,83,51,79,79,51,75,79,56,83,49,75,52,67,1
53,83,53,50,75,51,75,79,51,72,75,51,68,71,52,67,52,71,56,75,1
50,75,53,56,79,51,68,71,51,75,79,55,75,79,56,75,56,79,49,75,1
53,75,56,56,79,51,75,79,55,75,79,55,72,71,56,79,49,75,52,67,1
56,79,56,53,79,55,75,79,55,72,71,55,72,75,49,75,52,67,56,67,1
53,79,53,60,87,55,72,75,59,79,75,59,91,83,56,67,52,71,56,79,1
56,87,53,53,79,59,87,83,55,79,75,55,83,79,56,83,63,91,59,91,1
53,87,53,53,83,55,83,83,51,83,83,51,79,79,56,79,52,79,52,79,1
53,95,53,53,79,51,83,83,51,79,79,55,79,75,52,79,52,79,56,83,1
53,83,53,46,79,51,79,79,55,79,75,51,75,75,52,79,56,83,56,83,1
53,79,46,50,79,55,79,75,51,75,75,51,79,79,56,83,56,83,56,83,1
50,79,56,60,103,51,79,79,55,87,83,63,95,92,56,83,56,79,52,83,1
60,103,64,64,112,63,95,92,67,107,96,71,107,96,52,83,59,87,63,96,1
64,107,64,64,107,67,107,96,71,107,96,67,107,96,59,87,63,96,66,100,1
64,112,64,71,107,71,107,96,67,107,96,79,111,96,63,96,66,100,66,96,1
76,112,68,64,91,75,107,96,67,107,92,67,99,79,66,109,70,109,66,109,1
64,107,68,64,112,67,107,96,67,107,96,67,107,96,66,87,66,91,63,96,1
68,107,64,64,112,67,107,96,67,107,96,67,111,96,66,91,63,96,63,109,1
64,112,64,68,107,67,107,96,67,111,96,67,111,100,63,96,63,109,66,113,1
68,107,68,76,112,67,111,100,67,111,100,71,111,96,66,113,66,109,66,109,1
68,112,76,71,112,67,111,100,71,111,96,71,111,100,66,109,66,109,66,109,1
71,112,71,71,112,71,111,100,71,111,100,71,111,100,66,109,66,113,70,113,1
71,112,71,68,112,71,111,100,71,111,100,71,107,96,66,113,70,113,70,109,1
67,72,67,67,72,66,71,55,63,67,55,66,71,55,67,70,63,66,63,66,7
67,72,67,67,72,63,67,55,66,71,55,66,71,55,63,66,63,66,67,73,7
67,72,67,63,75,66,71,55,66,71,55,66,71,55,63,66,67,73,67,73,7
67,72,63,63,72,66,71,55,66,71,55,66,71,55,67,73,67,73,63,70,7
63,75,63,63,68,66,71,55,66,71,55,63,71,55,67,73,63,70,63,73,7
63,68,63,67,72,63,71,55,63,71,59,63,67,55,63,73,67,77,71,81,7
63,72,67,67,72,63,71,59,63,67,55,63,71,59,67,77,71,81,75,88,7
67,72,63,63,72,63,71,59,63,75,59,66,75,63,75,88,79,95,83,99,7
63,72,63,67,79,63,75,59,66,75,63,70,79,63,79,95,83,99,87,99,7
63,72,67,67,83,66,75,63,70,79,63,70,83,70,83,99,87,99,87,99,7
67,83,71,67,72,70,83,70,78,91,78,82,100,85,87,99,87,112,96,108,7
71,79,67,71,83,78,91,78,82,100,85,86,104,89,87,112,96,108,92,108,3
67,72,71,79,87,82,100,85,86,104,89,90,104,85,96,108,92,108,92,99,3
79,87,75,75,91,90,104,85,78,91,78,66,71,78,92,99,83,88,67,66,7
75,83,75,79,87,78,91,78,66,71,78,59,63,74,83,88,67,66,63,66,7
79,87,79,79,87,59,63,74,70,75,78,74,87,78,63,66,71,77,67,73,7
79,87,79,75,87,70,75,78,74,87,78,74,79,74,71,77,67,73,71,73,7
75,79,75,88,95,74,79,74,74,83,78,78,91,81,71,77,75,91,87,103,7
88,95,93,88,107,78,91,81,86,104,92,86,100,92,87,103,92,108,87,112,3
88,107,88,84,111,86,100,92,78,104,92,78,113,96,87,112,79,108,71,103,3
71,103,67,63,91,66,91,81,63,87,81,63,87,85,56,81,52,77,52,84,1
67,99,63,59,91,63,87,81,63,87,85,56,91,89,52,77,52,84,52,81,1
63,91,59,59,87,63,87,85,56,91,89,56,87,85,52,84,52,81,49,73,1
59,91,59,55,83,56,91,89,56,87,85,56,83,81,52,81,49,73,49,73,1
51,79,51,51,72,49,75,78,52,67,78,52,71,78,52,70,52,70,52,73,1
51,75,51,51,68,52,67,78,52,71,78,56,75,74,52,70,52,73,56,84,1
51,75,55,55,72,56,79,78,49,75,78,52,67,74,56,81,52,73,52,66,1
59,91,59,55,79,56,79,74,56,83,85,63,91,89,56,84,59,91,59,91,1
55,79,55,55,83,63,91,89,59,91,85,56,79,78,59,91,56,88,56,84,1
55,83,55,51,83,59,91,85,56,79,78,52,79,78,56,88,56,84,52,81,1
55,83,51,51,79,56,79,78,52,79,78,52,79,78,56,84,52,81,49,73,1
51,83,51,55,79,52,79,78,52,79,78,56,83,85,52,81,49,73,56,81,1
51,79,55,51,75,52,79,78,56,83,85,56,83,85,49,73,56,81,56,88,1
55,79,51,51,79,56,83,85,56,83,85,56,83,81,56,81,56,88,56,88,1
55,87,63,67,107,56,79,81,52,83,81,59,87,85,56,84,56,84,59,88,1
63,95,67,71,107,52,83,81,59,87,85,63,96,92,56,84,59,88,59,91,1
67,107,71,67,107,59,87,85,63,96,92,66,100,92,59,88,59,91,59,95,1
71,107,67,79,111,63,96,92,66,100,92,66,96,92,59,91,59,95,63,95,1
67,107,79,84,116,66,100,92,66,96,92,70,100,92,59,95,63,95,63,103,1
84,116,75,67,107,70,100,92,66,109,92,70,109,96,63,103,67,103,67,108,1
75,107,67,67,99,66,109,92,70,109,96,66,109,96,67,103,67,108,75,108,1
67,107,67,67,91,70,109,96,66,109,96,63,104,89,67,108,75,108,67,99,1
67,99,67,67,83,66,109,96,63,104,89,63,91,78,75,108,67,99,67,91,1
67,107,67,67,111,66,91,78,63,96,85,63,109,96,63,91,63,88,67,99,1
67,107,67,67,111,63,96,85,63,109,96,66,113,100,63,88,67,99,63,108,1
67,111,67,67,111,63,109,96,66,113,100,66,109,100,67,99,63,108,63,108,1
67,111,71,71,111,66,109,100,66,109,96,66,109,96,63,108,67,103,67,108,1
71,111,71,71,111,66,109,96,66,109,96,66,113,96,67,103,67,108,67,112,1
71,111,71,71,107,66,113,96,70,113,100,70,109,100,67,112,67,108,67,103,1
71,111,71,71,107,70,113,100,70,109,100,70,113,100,67,108,67,103,67,103,1
71,107,71,67,91,70,109,100,70,113,100,70,113,100,67,103,67,103,67,99,1
66,71,63,66,71,67,70,57,63,66,53,63,66,57,63,71,63,71,67,71,7
63,67,66,66,71,63,66,53,63,66,57,67,73,57,63,71,67,71,67,75,7
66,71,66,66,71,63,66,57,67,73,57,67,73,57,67,71,67,75,67,84,7
66,71,66,66,71,67,73,57,67,73,57,63,70,57,67,75,67,84,78,97,7
66,71,66,63,71,67,73,57,63,70,57,63,73,60,67,84,78,97,82,102,7
66,71,63,63,71,63,70,57,63,73,60,67,77,64,78,97,82,102,85,106,7
63,71,63,63,67,63,73,60,67,77,64,71,81,68,82,102,85,106,85,102,7
63,71,63,63,71,67,77,64,71,81,68,75,88,72,85,106,85,102,85,102,7
63,67,63,63,75,71,81,68,75,88,72,79,95,79,85,102,85,102,89,106,7
63,75,66,70,79,79,95,79,83,99,83,87,99,83,89,106,89,106,85,106,3
66,75,70,70,83,83,99,83,87,99,83,87,99,86,89,106,85,106,89,102,3
70,79,70,78,91,87,99,83,87,99,86,87,112,90,85,106,89,102,89,106,3
66,71,59,70,75,67,66,72,63,66,72,71,77,72,74,79,67,75,63,63,7
59,63,70,74,87,63,66,72,71,77,72,67,73,68,67,75,63,63,67,71,7
70,75,74,74,79,71,77,72,67,73,68,71,73,68,63,63,67,71,70,75,7
74,87,74,74,79,67,73,68,71,73,68,71,77,72,67,71,70,75,67,71,7
74,79,74,74,83,71,73,68,71,77,72,75,91,83,70,75,67,71,78,88,7
74,79,74,78,91,71,77,72,75,91,83,87,103,90,67,71,78,88,89,106,7
74,83,78,86,104,75,91,83,87,103,90,92,108,98,78,88,89,106,85,106,7
86,104,86,78,104,92,108,98,87,112,94,79,108,98,85,106,78,102,74,102,3
78,104,78,70,104,79,108,98,71,103,94,63,95,86,74,102,63,97,57,97,1
78,113,70,66,91,71,103,94,63,95,86,56,81,79,63,97,57,97,57,84,1
70,104,66,63,87,63,95,86,56,81,79,52,77,75,57,97,57,84,50,79,1
66,91,63,63,87,56,81,79,52,77,75,52,84,86,57,84,50,79,50,75,1
63,87,63,56,91,52,77,75,52,84,86,52,81,79,50,79,50,75,50,71,1
56,87,56,49,75,49,73,79,49,73,79,52,70,75,47,67,47,71,50,67,1
56,83,49,52,67,49,73,79,52,70,75,52,70,75,47,71,50,67,50,71,1
49,75,52,52,71,52,70,75,52,70,75,52,73,75,50,67,50,71,50,75,1
52,67,52,56,75,52,70,75,52,73,75,56,84,79,50,71,50,75,53,84,1
56,75,56,49,75,56,84,79,56,81,79,52,73,79,53,84,57,84,57,75,1
56,79,49,52,67,56,81,79,52,73,79,52,66,72,57,84,57,75,53,71,1
56,67,52,56,79,52,66,68,56,70,72,56,84,79,53,71,53,75,53,79,1
52,71,56,56,83,56,70,72,56,84,79,59,91,86,53,75,53,79,53,79,1
56,79,56,63,91,56,84,79,59,91,86,59,91,86,53,79,53,79,50,79,1
56,83,63,59,91,59,91,86,59,91,86,56,88,83,53,79,50,79,53,84,1
63,91,59,56,79,59,91,86,56,88,83,56,84,83,50,79,53,84,53,88,1
59,91,56,52,79,56,88,83,56,84,83,52,81,79,53,84,53,88,53,84,1
56,79,52,52,79,56,84,83,52,81,79,49,73,75,53,88,53,84,50,84,1
52,79,52,56,83,52,81,79,49,73,75,56,81,83,53,84,50,84,53,88,1
52,79,56,56,83,49,73,75,56,81,83,56,88,83,50,84,53,88,57,88,1
56,83,56,56,79,56,88,83,56,88,83,56,84,83,57,88,60,88,57,92,1
56,83,56,52,83,56,88,83,56,84,83,56,84,79,60,88,57,92,57,88,1
56,79,52,59,87,56,84,83,56,84,79,59,88,86,57,92,57,88,60,92,1
52,83,59,63,96,56,84,79,59,88,86,59,91,86,57,88,60,92,60,88,1
63,96,66,66,96,59,91,86,59,95,90,63,95,86,60,88,60,97,57,106,1
66,100,66,70,100,59,95,90,63,95,86,63,103,94,60,97,57,106,63,111,1
66,109,70,66,109,67,103,94,67,108,98,75,108,98,67,111,67,106,70,111,1
70,109,66,63,104,67,108,98,75,108,98,67,99,86,67,106,70,111,63,102,1
66,109,63,63,91,75,108,98,67,99,86,67,91,79,70,111,63,102,63,92,1
63,96,63,66,113,63,88,79,67,99,86,63,108,98,57,88,57,88,60,92,1
63,109,66,66,109,67,99,86,63,108,98,63,108,98,57,88,60,92,63,102,1
66,109,66,66,109,63,108,98,67,103,94,67,108,94,63,102,63,106,63,106,1
66,109,66,66,113,67,103,94,67,108,94,67,112,98,63,106,63,106,74,111,1
66,109,66,70,113,67,108,94,67,112,98,67,108,94,63,106,74,111,67,106,1
66,113,70,70,109,67,112,98,67,108,94,67,103,90,74,111,67,106,63,102,1
70,113,70,70,113,67,108,94,67,103,90,67,103,90,67,106,63,102,63,97,1
66,104,66,66,87,67,95,86,67,88,86,67,91,83,67,92,67,88,63,88,5
67,70,63,63,66,63,71,55,63,71,55,67,71,58,72,85,80,89,80,89,7
63,66,67,67,73,67,71,58,67,75,62,67,84,65,80,89,80,98,88,111,7
67,77,71,75,88,85,106,83,85,102,83,85,102,87,84,106,84,102,84,102,3
71,81,75,79,95,85,102,83,85,102,87,89,106,87,84,102,84,102,92,106,3
83,99,87,87,99,89,106,87,85,106,87,89,102,87,88,106,88,106,88,106,3
87,99,87,87,112,85,106,87,89,102,87,89,106,94,88,106,88,106,88,111,3
87,99,87,96,108,89,102,87,89,106,94,93,111,97,88,106,88,111,92,111,3
96,108,92,92,99,93,111,97,93,111,94,85,102,83,92,111,92,102,88,98,3
92,108,92,83,88,93,111,94,85,102,83,82,92,80,92,102,88,98,84,98,3
83,88,67,63,66,82,92,80,74,79,73,67,75,73,84,98,72,81,64,73,7
63,66,71,67,73,67,75,73,63,63,69,67,71,65,64,73,60,66,64,66,7
67,73,71,71,77,67,71,65,70,75,73,67,71,73,64,66,64,66,64,62,7
71,73,71,75,91,70,75,73,67,71,73,78,88,83,64,66,64,62,76,89,7
71,77,75,87,103,67,71,73,78,88,83,89,106,94,64,62,76,89,84,106,7
75,91,87,92,108,78,88,83,89,106,94,85,106,94,76,89,84,106,76,102,3
87,103,92,87,112,89,106,94,85,106,94,78,102,90,84,106,76,102,64,98,3
92,108,87,79,108,85,106,94,78,102,90,74,102,90,76,102,64,98,60,102,3
63,95,56,52,77,57,97,90,57,84,80,50,79,76,57,94,53,85,50,73,1
56,81,52,52,84,57,84,80,50,79,76,50,75,76,53,85,50,73,50,66,1
52,77,52,52,81,50,79,76,50,75,76,50,71,76,50,73,50,66,53,69,1
52,84,52,49,73,50,75,76,50,71,76,47,67,73,50,66,53,69,50,66,1
52,81,49,49,73,50,71,76,47,67,73,47,71,73,53,69,50,66,50,66,1
49,73,49,52,70,47,67,73,47,71,73,50,67,76,50,66,50,66,53,66,1
49,73,52,52,70,47,71,73,50,67,76,50,71,76,50,66,53,66,60,73,1
52,70,52,52,73,50,67,76,50,71,76,50,75,80,53,66,60,73,60,77,1
52,70,52,56,84,50,71,76,50,75,80,53,84,80,60,73,60,77,60,89,1
52,73,56,56,81,50,75,80,53,84,80,57,84,76,60,77,60,89,60,94,1
56,81,52,52,66,57,84,76,57,75,73,53,71,73,60,94,60,81,57,73,1
52,73,52,52,66,57,75,73,53,71,73,53,71,73,60,81,57,73,53,73,1
52,66,52,56,70,53,71,73,53,71,73,53,75,76,57,73,53,73,53,73,1
52,66,56,56,84,53,71,73,53,75,76,53,79,73,53,73,53,73,57,73,1
59,91,59,56,88,53,79,73,50,79,80,53,84,83,57,77,57,81,57,85,1
59,91,56,56,84,50,79,80,53,84,83,53,88,83,57,81,57,85,57,85,1
56,88,56,52,81,53,84,83,53,88,83,53,84,80,57,85,57,85,53,85,1
56,84,52,49,73,53,88,83,53,84,80,50,84,76,57,85,53,85,57,85,1
52,81,49,56,81,53,84,80,50,84,76,53,88,80,53,85,57,85,53,81,1
49,73,56,56,88,50,84,76,53,88,80,57,88,87,57,85,53,81,53,85,1
56,81,56,56,88,53,88,80,57,88,87,60,88,87,53,81,53,85,57,89,1
56,88,56,56,84,57,88,87,60,88,87,57,92,87,53,85,57,89,60,94,1
56,88,56,56,84,60,88,87,57,92,87,57,88,83,57,89,60,94,60,98,1
56,84,59,59,91,57,88,83,60,92,87,60,88,87,60,98,60,94,57,85,1
59,91,59,63,95,60,88,87,60,97,83,57,106,90,57,85,57,94,60,102,1
63,95,63,67,103,57,106,90,63,111,97,67,111,94,60,102,60,106,64,106,1
67,103,67,75,108,67,111,94,67,106,97,70,111,97,64,106,68,111,72,111,1
75,108,67,67,91,70,111,97,63,102,90,63,92,80,72,111,68,102,68,89,1
67,99,67,67,88,63,102,90,63,92,80,67,92,80,68,102,68,89,68,94,1
63,108,63,67,103,60,92,83,63,102,94,63,106,90,50,62,53,66,60,94,1
63,108,67,67,108,63,102,94,63,106,90,63,106,90,53,66,60,94,64,98,1
67,112,67,67,103,74,111,90,67,106,87,63,102,87,68,98,68,102,64,98,1
67,108,67,67,103,67,106,87,63,102,87,63,97,87,68,102,64,98,64,98,1
67,103,67,67,99,63,102,87,63,97,87,63,92,87,64,98,64,98,64,85,1
67,103,67,67,95,63,97,87,63,92,87,67,92,90,64,98,64,85,68,89,1
67,99,67,67,88,63,92,87,67,92,90,67,88,90,64,85,68,89,72,94,5
67,88,67,67,91,67,88,90,63,88,83,70,88,83,72,94,76,89,72,89,5
71,77,67,63,77,63,71,65,60,63,65,60,71,62,60,66,60,66,64,66,7
63,71,63,67,71,72,85,65,80,89,72,80,89,76,92,107,84,103,84,99,7
63,71,67,67,75,80,89,72,80,89,76,80,98,79,84,103,84,99,84,103,7
67,71,67,67,84,80,89,76,80,98,79,88,111,91,84,99,84,103,88,107,3
67,84,78,82,102,88,111,91,92,111,91,88,102,87,88,107,88,112,88,107,3
