@relation 'Steel-Plates-weka.filters.unsupervised.attribute.Remove-R7,10,14,18,23-24-weka.filters.unsupervised.attribute.Remove-R17'

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x22 numeric
@attribute class {0,1}

@data
1151,1162,866291,866302,85,14,10211,111,1396,120,0.3352,1,0.0079,0.7857,19.294,10.414,0,1
599,608,2382642,2382651,54,12,6100,101,1360,40,0.8809,1,0.0066,0.75,17.324,0.9542,0,1
1118,1130,2673603,2673616,118,16,14120,103,1358,40,0.3358,0.9231,0.0088,0.75,20.719,10.792,0.0769,1
220,229,3094414,3094424,54,10,6091,104,1692,70,0.26,0.9,0.0053,0.9,17.324,0.9542,0.1,1
843,852,6712,6724,98,14,9016,82,1356,40,0.7434,0.75,0.0066,0.6429,19.912,0.9542,0.25,1
1219,1231,701105,701126,183,19,19652,91,1358,40,0.187,0.5714,0.0088,0.6316,22.624,10.792,0.4286,1
782,804,798878,798912,576,34,61342,84,1362,40,0.8194,0.6471,0.0161,0.6471,27.604,13.424,0.3529,1
1167,1192,294065,294091,451,33,42862,25,1354,40,0.2393,0.9615,0.0185,0.7576,26.542,13.979,0.0385,1
642,658,96252,96269,194,17,21009,77,1694,80,0.758,0.9412,0.0094,0.9412,22.878,12.041,0.0588,1
1123,1133,94662,94672,73,11,6734,70,1694,60,0.6623,1,0.0059,0.9091,18.633,1,0,1
279,290,119026,119036,86,15,7987,73,1694,60,0.3294,0.9091,0.0065,0.7333,19.345,10.414,-0.0909,1
1202,1216,289529,289543,137,15,16692,109,1692,60,0.5627,1,0.0083,0.9333,21.367,11.461,0,1
747,758,949136,949144,71,14,7768,96,1698,60,0.8799,0.7273,0.0065,0.7857,18.513,10.414,-0.2727,1
799,806,1029590,1029596,33,9,3751,105,1698,60,0.9411,0.8571,0.0041,0.7778,15.185,0.8451,-0.1429,1
485,493,1105756,1105768,75,11,8268,91,1696,60,0.5719,0.6667,0.0047,0.7273,18.751,0.9031,0.3333,1
619,628,1126672,1126680,59,12,6638,95,1696,60,0.73,0.8889,0.0053,0.75,17.708,0.9542,-0.1111,1
365,396,3866538,3866570,638,44,56456,53,1364,80,0.5352,0.9688,0.0227,0.7046,28.048,14.914,0.0313,1
1106,1116,2371582,2371598,106,12,12311,107,1358,40,0.3564,0.625,0.0074,0.8333,20.253,1,0.375,1
1123,1137,11066410,11066424,143,20,16288,96,1362,40,0.3304,1,0.0103,0.7,21.553,11.461,0,1
1125,1142,11499942,11499957,178,19,20778,105,1360,40,0.3206,0.8824,0.0125,0.8947,22.504,12.305,-0.1177,1
810,824,11569824,11569844,190,18,22158,102,1360,40,0.7882,0.7,0.0103,0.7778,22.787,11.461,0.3,1
1135,1162,12416454,12416473,305,33,34579,80,1360,40,0.2912,0.7037,0.0199,0.8182,24.843,14.314,-0.2963,1
385,399,4138007,4138019,125,17,14167,83,1356,200,0.5678,0.8571,0.0103,0.8235,20.969,11.461,-0.1429,1
1536,1561,48398,48463,479,61,43294,82,1692,300,0.1549,0.3846,0.0148,0.4098,26.803,13.979,0.6154,1
254,299,65006,65100,1695,145,159918,80,1692,300,0.3002,0.4787,0.0266,0.3103,32.292,16.532,0.5213,1
1567,1580,72307,72355,326,35,31251,87,1692,300,0.1324,0.2708,0.0077,0.3714,25.132,11.139,0.7292,1
259,270,88576,88613,204,28,16370,71,1692,300,0.3061,0.2973,0.0065,0.3929,23.096,10.414,0.7027,1
237,262,95111,95180,714,79,65282,80,1692,300,0.2801,0.3623,0.0148,0.3165,28.537,13.979,0.6377,1
235,251,103892,103932,297,48,28658,89,1692,300,0.2778,0.4,0.0095,0.3333,24.728,12.041,0.6,1
237,252,109868,109903,301,42,29002,89,1692,300,0.2801,0.4286,0.0089,0.3571,24.786,11.761,0.5714,1
1569,1585,116177,116204,218,36,23865,93,1692,300,0.1265,0.5926,0.0095,0.4444,23.385,12.041,0.4074,1
247,272,165496,165553,744,72,73055,77,1692,300,0.292,0.4386,0.0148,0.3472,28.716,13.979,0.5614,1
1563,1579,173199,173219,174,30,20469,106,1692,300,0.1336,0.8,0.0095,0.5333,22.406,12.041,0.2,1
1578,1592,178458,178484,168,36,18671,99,1692,300,0.1182,0.5385,0.0083,0.3889,22.253,11.461,0.4615,1
239,268,182093,182154,703,123,71130,63,1692,300,0.2825,0.4754,0.0171,0.2358,2.847,14.624,0.5246,1
244,261,184455,184498,460,49,46972,86,1692,300,0.2884,0.3954,0.01,0.3469,26.628,12.305,0.6047,1
1579,1600,188073,188125,509,68,53843,49,1692,300,0.1088,0.4038,0.0124,0.3088,27.067,13.222,0.5961,1
1568,1584,195161,195188,192,44,24070,112,1692,300,0.1277,0.5926,0.0095,0.3636,22.833,12.041,0.4074,1
243,254,205684,205730,305,37,14320,7,1692,300,0.2872,0.2391,0.0065,0.2973,24.843,10.414,0.7609,1
1587,1602,211409,211458,323,51,33607,88,1692,300,0.1064,0.3061,0.0089,0.2941,25.092,11.761,0.6939,1
1586,1598,214533,214550,123,19,10646,77,1692,300,0.1111,0.7059,0.0071,0.6316,20.899,10.792,0.2941,1
253,265,220228,220253,200,30,18651,66,1692,300,0.2991,0.48,0.0071,0.4,2.301,10.792,0.52,1
256,280,225183,225253,833,91,86329,85,1692,300,0.3026,0.3429,0.0142,0.2637,29.207,13.802,0.6571,1
253,271,232415,232440,196,29,19434,90,1692,300,0.2991,0.72,0.0106,0.6207,22.923,12.553,0.28,1
251,275,256288,256329,430,73,49094,93,1692,300,0.2967,0.5854,0.0142,0.3288,26.335,13.802,0.4146,1
246,262,267240,267297,549,54,60860,94,1692,300,0.2908,0.2807,0.0095,0.2963,27.396,12.041,0.7193,1
1572,1610,337559,337645,1570,176,128770,29,1692,300,0.0969,0.4419,0.0225,0.2159,31.959,15.798,0.5581,1
265,297,492514,492654,2293,107,217759,82,1353,300,0.3917,0.2286,0.0236,0.2991,33.604,15.051,0.7714,1
294,340,497209,497529,4860,406,552220,96,1353,300,0.4346,0.1437,0.034,0.1133,36.866,16.628,0.8562,1
325,385,508368,508656,6102,251,655912,87,1353,300,0.4804,0.2083,0.0443,0.239,37.855,17.781,0.7917,1
1197,1210,61803,61826,122,30,13961,107,1394,120,0.264,0.5652,0.0093,0.4333,20.864,11.139,0.4348,1
1230,1244,86773,86815,279,58,35410,118,1396,120,0.2178,0.3333,0.01,0.2414,24.456,11.461,0.6667,1
1224,1248,133270,133321,461,64,54676,112,1396,120,0.212,0.4706,0.0172,0.375,26.637,13.802,0.5294,1
1589,1601,3051375,3051391,87,33,10070,108,1690,70,0.1053,0.75,0.0071,0.3636,19.395,10.792,0.25,1
1573,1591,3116210,3116226,99,35,10357,97,1692,70,0.1194,0.8889,0.0106,0.5143,19.956,12.553,-0.1111,1
1595,1622,3127441,3127611,1421,239,162939,104,1692,70,0.0827,0.1588,0.016,0.113,31.526,14.314,0.8412,1
1580,1590,3160372,3160387,87,20,9275,99,1690,70,0.1183,0.6667,0.0059,0.5,19.395,1,0.3333,1
1613,1627,3225473,3225496,137,32,15359,103,1692,70,0.0768,0.6087,0.0083,0.4375,21.367,11.461,0.3913,1
1237,1246,9737743,9737771,171,28,17727,95,1362,40,0.1703,0.3214,0.0066,0.3214,2.233,0.9542,0.6786,1
1325,1340,9767941,9767962,229,25,25182,101,1362,40,0.0323,0.7143,0.011,0.6,23.598,11.761,0.2857,1
1271,1301,9831578,9831856,2962,231,342202,101,1362,40,0.0896,0.1079,0.022,0.1299,34.716,14.771,0.8921,1
1,8,111151,111213,318,12,21582,19,1687,80,0.0012,0.1129,0.0041,0.5833,25.024,0.8451,0.8871,1
1365,1378,3990693,3990730,353,13,27389,45,1387,50,0.013,0.3514,0.0094,1,25.478,11.139,0.6486,1
1365,1374,4174907,4174926,115,9,9441,44,1387,50,0.0188,0.4737,0.0065,1,20.607,0.9542,0.5263,1
1372,1378,4309441,4309470,101,7,7514,44,1387,50,0.013,0.2069,0.0043,0.8571,20.043,0.7782,0.7931,1
0,13,235757,235999,1934,82,178741,11,1353,70,0,0.0537,0.0096,0.1585,32.865,11.139,0.9463,1
0,5,286956,287014,148,8,14298,61,1353,70,0,0.0862,0.0037,0.625,21.703,0.699,0.9138,1
0,13,438867,438919,260,23,27344,46,1353,70,0,0.25,0.0096,0.5652,2.415,11.139,0.75,1
0,33,570024,570254,3325,117,326345,0,1353,70,0,0.1435,0.0244,0.2821,35.218,15.185,0.8565,1
0,12,645933,645992,309,13,27035,36,1353,70,0,0.2034,0.0089,0.9231,2.49,10.792,0.7966,1
0,17,889681,889721,247,46,31824,121,1353,70,0,0.425,0.0126,0.3696,23.927,12.305,0.575,1
1705,1713,389963,389978,102,9,8359,70,1715,50,0.0023,0.5333,0.0047,0.8889,20.086,0.9031,0.4667,1
51,64,661248,661284,297,59,34779,110,1353,70,0.0754,0.3611,0.0096,0.2203,24.728,11.139,0.6389,1
1672,1712,116120,116370,5323,245,460547,19,1715,50,0.0035,0.16,0.0233,0.1633,37.262,16.021,0.84,1
39,46,1135364,1135377,52,13,5448,87,1688,60,0.0462,0.5385,0.0041,0.5385,1.716,0.8451,0.4615,1
2,15,2629644,2629668,200,23,18075,77,1686,60,0.0024,0.5417,0.0077,0.5652,2.301,11.139,0.4583,1
1644,1661,1554711,1554760,468,70,41524,80,1692,70,0.0366,0.3469,0.01,0.2429,26.702,12.305,0.6531,1
1641,1666,1606625,1606671,652,49,56018,73,1688,70,0.0261,0.5435,0.0148,0.5102,28.142,13.979,0.4565,1
1677,1686,1846237,1846251,93,13,5606,42,1692,70,0.0071,0.6429,0.0053,0.6923,19.685,0.9542,0.3571,1
1381,1447,3515903,3516104,6965,271,650853,68,1686,70,0.2835,0.3284,0.0391,0.2435,38.429,18.195,0.6716,1
192,218,1283513,1283536,244,39,30769,113,1652,69,0.2324,0.8846,0.0157,0.6667,23.874,1.415,-0.1154,1
1543,1562,1312943,1312948,51,21,5843,102,1652,69,0.109,0.2632,0.0115,0.9048,17.076,12.787,-0.7368,1
833,856,276547,276554,80,24,9778,103,1692,143,0.9846,0.3043,0.0136,0.9583,19.031,13.617,-0.6956,1
507,521,835980,835993,121,18,15526,119,1360,180,0.7456,0.9286,0.0103,0.7778,20.828,11.461,-0.0714,1
780,804,3746641,3746649,99,30,13131,125,1378,40,0.8331,0.3333,0.0174,0.8,19.956,13.802,-0.6667,1
35,52,3780021,3780044,252,21,27453,87,1378,40,0.0508,0.7391,0.0123,0.8095,24.014,12.305,0.2609,1
1015,1034,3982273,3982278,55,22,7553,132,1374,40,0.4949,0.2632,0.0138,0.8636,17.404,12.787,-0.7368,1
1146,1223,3997970,3998180,3432,258,389429,92,1366,40,0.2094,0.3667,0.0564,0.2984,35.356,18.865,0.6333,1
1228,1267,4015601,4015618,271,56,32459,112,1370,40,0.1504,0.4359,0.0285,0.6964,2.433,15.911,-0.5641,1
406,417,4025551,4025564,89,14,11759,125,1370,40,0.5927,0.8461,0.008,0.7857,19.494,10.414,0.1539,1
1291,1305,4046506,4046520,131,16,13742,95,1346,40,0.0609,1,0.0104,0.875,21.173,11.461,0,1
1295,1308,4061997,4062020,138,25,7331,21,1348,40,0.0593,0.5652,0.0096,0.52,21.399,11.139,0.4348,1
127,136,503783,503796,68,13,7873,102,1354,40,0.1876,0.6923,0.0066,0.6923,18.325,0.9542,0.3077,1
1199,1207,585934,585950,90,13,11422,114,1354,40,0.2171,0.5,0.0059,0.6154,19.542,0.9031,0.5,1
221,245,638591,638600,72,36,9217,120,1352,40,0.3269,0.375,0.0178,0.6667,18.573,13.802,-0.625,1
1251,1258,660048,660060,57,12,6994,114,1352,40,0.1391,0.5833,0.0052,0.5833,17.559,0.8451,0.4167,1
23,32,893638,893649,63,10,7769,111,1350,40,0.0341,0.8182,0.0067,0.9,17.993,0.9542,0.1818,1
1327,1332,1432108,1432144,105,14,12615,111,1354,40,0.0325,0.1389,0.0037,0.3571,20.212,0.699,0.8611,1
1323,1328,1484300,1484326,86,13,10024,108,1352,40,0.0355,0.1923,0.0037,0.3846,19.345,0.699,0.8077,1
1329,1332,1508691,1508724,74,12,8995,112,1352,40,0.0296,0.0909,0.0022,0.25,18.692,0.4771,0.9091,1
381,425,2601604,2601606,82,44,10361,58,1374,40,0.5546,0.0454,0.032,1,19.138,16.435,-0.9546,1
99,129,2634035,2634039,75,30,9556,104,1376,40,0.1439,0.1333,0.0218,1,18.751,14.771,-0.8667,1
1392,1415,1215744,1215749,82,23,10827,123,1630,100,0.2638,0.2174,0.0141,1,19.138,13.617,-0.7826,1
1338,1350,1313692,1313714,126,32,16734,125,1630,100,0.3436,0.5454,0.0074,0.375,21.004,10.792,0.4545,1
607,611,210504,210509,18,4,2034,102,1694,100,0.7167,0.8,0.0024,1,12.553,0.6021,0.2,1
62,75,424657,424662,35,13,4606,125,1362,180,0.091,0.3846,0.0095,1,15.441,11.139,-0.6154,1
155,187,673270,673281,129,50,16937,123,1354,50,0.2289,0.3438,0.0236,0.64,21.106,15.051,-0.6563,1
754,772,739337,739349,90,28,9057,91,1353,50,0.8588,0.6667,0.0133,0.6429,19.542,12.553,-0.3333,1
552,597,1211332,1211367,824,100,93355,100,1694,80,0.6517,0.7778,0.0266,0.45,29.159,16.532,-0.2222,1
526,676,1470973,1471038,1939,192,239860,109,1692,80,0.6217,0.4333,0.0887,0.7813,32.876,21.761,-0.5667,1
741,756,614880,614919,392,19,40498,77,1360,150,0.8882,0.3846,0.011,0.7895,25.933,11.761,0.6154,1
132,148,682028,682128,836,38,86830,80,1360,150,0.1941,0.16,0.0118,0.4211,29.222,12.041,0.84,1
1288,1302,1388373,1388398,159,25,18514,105,1687,80,0.4564,0.56,0.0083,0.56,22.014,11.461,0.44,1
214,226,238008,238020,113,12,11369,86,1687,80,0.2537,1,0.0071,1,20.531,10.792,0,1
656,666,336137,336152,114,10,11618,77,1687,80,0.7777,0.6667,0.0059,1,20.569,1,0.3333,1
507,517,399348,399363,116,10,11910,75,1687,80,0.6011,0.6667,0.0059,1,20.645,1,0.3333,1
530,538,508200,508224,169,9,18067,87,1687,80,0.6283,0.3333,0.0047,0.8889,22.279,0.9031,0.6667,1
1112,1133,808169,808480,3583,130,349860,65,1687,80,0.6568,0.0675,0.0125,0.1615,35.543,13.222,0.9325,1
0,20,843312,843472,1613,104,144769,72,1687,80,0,0.125,0.0119,0.1923,32.076,1.301,0.875,1
0,12,864919,865043,745,42,55239,56,1687,80,0,0.0968,0.0071,0.2857,28.722,10.792,0.9032,1
0,21,881709,881856,1949,68,144252,56,1687,80,0,0.1429,0.0125,0.3088,32.898,13.222,0.8571,1
649,661,911696,911833,806,61,87496,83,1687,80,0.7694,0.0876,0.0071,0.1967,29.063,10.792,0.9124,1
0,9,950080,950188,709,39,68984,81,1687,80,0,0.0833,0.0053,0.2308,28.507,0.9542,0.9167,1
0,14,971696,971813,949,43,76361,59,1687,80,0,0.1197,0.0083,0.3256,29.773,11.461,0.8803,1
0,14,990037,990193,1183,80,91488,57,1687,80,0,0.0897,0.0083,0.175,3.073,11.461,0.9103,1
0,14,1007200,1007319,996,45,78978,59,1687,80,0,0.1177,0.0083,0.3111,29.983,11.461,0.8824,1
0,14,1030360,1030463,754,55,61497,63,1687,80,0,0.1359,0.0083,0.2546,28.774,11.461,0.8641,1
0,14,1041924,1042036,862,37,69375,63,1687,80,0,0.125,0.0083,0.3784,29.355,11.461,0.875,1
1289,1301,1132484,1132492,61,16,7145,105,1687,80,0.4576,0.6667,0.0071,0.75,17.853,10.792,-0.3333,1
1598,1607,2932024,2932064,169,34,17673,85,1687,80,0.0948,0.225,0.0053,0.2647,22.279,0.9542,0.775,1
196,209,652754,652766,54,22,6470,110,1467,100,0.2672,0.9231,0.0089,0.5909,17.324,11.139,-0.0769,1
702,725,1715826,1715848,333,28,35740,91,1623,100,0.8651,0.9565,0.0142,0.8214,25.224,13.617,-0.0435,1
436,453,1120537,1120571,369,18,41469,52,1687,150,0.5169,0.5,0.0101,0.9444,2.567,12.305,0.5,1
844,868,71768,71798,360,52,45627,113,1687,200,0.971,0.8,0.0142,0.4615,25.563,13.802,0.2,1
419,427,261033,261064,185,15,20399,97,1687,200,0.4967,0.2581,0.0047,0.5333,22.672,0.9031,0.7419,1
721,732,5169308,5169335,226,12,24102,84,1373,40,0.9337,0.4074,0.008,0.9167,23.541,10.414,0.5926,1
15,149,2278497,2278909,37334,908,3918209,19,1387,40,0.0216,0.3252,0.0966,0.1476,45.721,21.271,0.6748,1
1269,1290,340471,340499,230,41,20570,82,1353,70,0.0931,0.75,0.0155,0.5122,23.617,13.222,0.25,1
1176,1208,360880,360936,1467,37,146487,83,1353,70,0.2143,0.5714,0.0236,0.8649,31.664,15.051,0.4286,1
1152,1178,371477,371575,1283,109,160146,110,1353,70,0.2587,0.2653,0.0192,0.2385,31.082,1.415,0.7347,1
1299,1305,385532,385557,107,13,10888,96,1353,70,0.071,0.24,0.0044,0.4615,20.294,0.7782,0.76,1
1331,1344,397980,398111,788,67,65200,61,1353,70,0.0133,0.0992,0.0096,0.194,28.965,11.139,0.9008,1
1064,1079,406616,406673,419,40,44609,97,1353,70,0.405,0.2632,0.0111,0.375,26.222,11.761,0.7368,1
1258,1270,422864,422886,184,21,16987,85,1353,70,0.1227,0.5454,0.0089,0.5714,22.648,10.792,0.4545,1
1155,1172,430639,430674,260,34,27974,96,1353,70,0.2675,0.4857,0.0126,0.5,2.415,12.305,0.5143,1
1111,1130,2527319,2527390,747,62,76627,85,1280,100,0.2344,0.2676,0.0148,0.3065,28.733,12.787,0.7324,1
1495,1560,123779,123815,1002,97,99456,87,1633,300,0.0894,0.5538,0.0398,0.6701,30.009,18.129,-0.4462,1
1440,1450,220121,220146,138,17,16548,101,1633,250,0.2241,0.4,0.0061,0.5882,21.399,1,0.6,1
1287,1302,3204829,3204845,191,17,20590,67,1627,40,0.3995,0.9375,0.0092,0.8824,2.281,11.761,0.0625,1
1117,1154,1194359,1194414,1055,69,110262,72,1687,80,0.6319,0.6727,0.0219,0.5362,30.233,15.682,0.3273,1
1376,1384,3467552,3467567,64,14,6761,91,1690,60,0.3621,0.5333,0.0047,0.5714,18.062,0.9031,0.4667,1
88,106,327251,327262,109,18,11746,100,1692,70,0.104,0.6111,0.0106,1,20.374,12.553,-0.3889,1
844,853,407114,407124,63,10,6207,78,1690,70,0.9905,0.9,0.0053,0.9,17.993,0.9542,0.1,1
1333,1343,1638648,1638668,147,22,15513,91,1690,70,0.4107,0.5,0.0059,0.4545,21.673,1,0.5,1
1110,1118,2817680,2817695,77,11,8602,98,1692,70,0.6785,0.5333,0.0047,0.7273,18.865,0.9031,0.4667,1
787,798,2887288,2887307,137,21,15397,95,1690,70,0.9314,0.5789,0.0065,0.5238,21.367,10.414,0.4211,1
974,985,3149617,3149629,101,15,10160,66,1692,70,0.8357,0.9167,0.0065,0.7333,20.043,10.414,0.0833,1
1420,1595,23288,23316,2782,179,334869,66,1688,70,0.1102,0.16,0.1037,0.9776,34.444,2.243,-0.84,1
451,480,683320,683341,293,50,41492,133,1364,70,0.6613,0.7241,0.0213,0.58,24.669,14.624,-0.2759,1
534,545,756916,756929,78,20,10621,129,1364,70,0.783,0.8461,0.0081,0.55,18.921,10.414,0.1539,1
515,537,833989,833995,74,26,10476,129,1364,70,0.7551,0.2727,0.0161,0.8461,18.692,13.424,-0.7273,1
354,467,903537,903631,6019,211,541426,16,1364,70,0.5191,0.8319,0.0828,0.5355,37.795,20.531,-0.1681,1
43,55,1230580,1230589,83,14,9452,101,1650,70,0.0521,0.75,0.0073,0.8571,19.191,10.792,-0.25,1
877,888,1252347,1252357,72,13,8537,97,1650,70,0.9236,0.9091,0.0067,0.8461,18.573,10.414,-0.0909,1
474,486,1352048,1352060,73,14,7241,86,1652,70,0.5738,1,0.0073,0.8571,18.633,10.792,0,1
1101,1116,1378026,1378057,278,32,23817,68,1654,70,0.6505,0.4839,0.0091,0.4688,2.444,11.761,0.5161,1
1563,1587,1398598,1398603,80,25,8595,97,1652,70,0.0787,0.2083,0.0145,0.96,19.031,13.802,-0.7917,1
300,312,1430061,1430075,83,15,9956,101,1652,70,0.3632,0.8571,0.0073,0.8,19.191,10.792,0.1429,1
102,119,1446788,1446835,409,65,47513,103,1654,70,0.1233,0.3617,0.0103,0.2615,26.117,12.305,0.6383,1
138,151,1733458,1733471,102,15,10855,95,1650,70,0.1673,1,0.0079,0.8667,20.086,11.139,0,1
588,596,1751958,1751967,55,10,6243,96,1650,70,0.7127,0.8889,0.0049,0.8,17.404,0.9031,0.1111,1
469,492,3881283,3881300,155,28,17114,92,1650,70,0.5685,0.7391,0.0139,0.8214,21.903,13.617,-0.2609,1
1300,1308,3976070,3976080,57,11,6396,97,1650,70,0.4146,0.8,0.0049,0.7273,17.559,0.9031,0.2,1
823,830,176554,176567,74,12,6557,76,1652,100,0.9952,0.5385,0.0042,0.5833,18.692,0.8451,0.4615,1
1317,1327,222011,222032,145,16,13334,67,1650,100,0.3915,0.4762,0.0061,0.625,21.614,1,0.5238,1
1067,1077,450677,450688,82,14,8485,90,1712,100,0.7418,0.9091,0.0058,0.7143,19.138,1,0.0909,1
1386,1401,1299250,1299257,53,20,6554,113,1710,100,0.3614,0.4667,0.0088,0.75,17.243,11.761,-0.5333,1
1162,1174,1895154,1895167,71,21,9944,131,1364,120,0.2786,0.9231,0.0088,0.5714,18.513,10.792,0.0769,1
971,980,659476,659488,78,13,8448,89,1652,80,0.8136,0.75,0.0055,0.6923,18.921,0.9542,0.25,1
1568,1578,698409,698420,89,12,8193,78,1652,80,0.0896,0.9091,0.006,0.8333,19.494,1,0.0909,1
762,774,1519328,1519344,149,16,16217,95,1656,80,0.9203,0.75,0.0072,0.75,21.732,10.792,0.25,1
21,74,5367324,5367377,784,66,82565,67,1648,80,0.0255,1,0.0322,0.803,28.943,17.243,0,1
1163,1171,2016193,2016200,52,8,6293,104,1620,70,0.5543,0.875,0.0049,1,1.716,0.9031,-0.125,1
331,347,2077064,2077074,88,17,10515,111,1692,70,0.3913,0.625,0.0095,0.9412,19.445,12.041,-0.375,1
462,472,10369596,10369620,150,17,17768,105,1360,40,0.6794,0.4167,0.0074,0.5882,21.761,1,0.5833,1
788,800,10409376,10409388,110,13,12304,100,1360,40,0.8235,1,0.0088,0.9231,20.414,10.792,0,1
472,478,10440356,10440367,42,10,4998,112,1360,40,0.6941,0.5454,0.0044,0.6,16.233,0.7782,0.4545,1
853,861,10555505,10555515,66,8,7605,97,1360,40,0.7338,0.8,0.0059,1,18.195,0.9031,0.2,1
860,866,10624922,10624934,49,9,5907,115,1360,40,0.7265,0.5,0.0044,0.6667,16.902,0.7782,0.5,1
727,739,587412,587452,289,35,30229,75,1374,40,0.9243,0.3,0.0087,0.3429,24.609,10.792,0.7,1
513,534,620622,620684,657,53,73236,71,1374,40,0.7467,0.3387,0.0153,0.3962,28.176,13.222,0.6613,1
995,1002,66318,66328,45,8,4552,93,1358,130,0.5243,0.7,0.0052,0.875,16.532,0.8451,0.3,1
419,424,91039,91046,25,7,2576,99,1360,130,0.6162,0.7143,0.0037,0.7143,13.979,0.699,0.2857,1
408,416,945792,945807,81,11,9462,107,1360,130,0.6,0.5333,0.0059,0.7273,19.085,0.9031,0.4667,1
329,336,1319063,1319076,68,11,7451,97,1360,130,0.4838,0.5385,0.0052,0.6364,18.325,0.8451,0.4615,1
453,471,1395724,1395753,366,34,37407,80,1360,130,0.6662,0.6207,0.0132,0.5294,25.635,12.553,0.3793,1
1223,1235,456228,456249,193,19,19028,66,1360,40,0.1838,0.5714,0.0088,0.6316,22.856,10.792,0.4286,1
438,455,627768,627803,415,29,45783,82,1360,40,0.6441,0.4857,0.0125,0.5862,26.181,12.305,0.5143,1
1075,1084,385913,385922,54,12,6634,114,1366,185,0.4129,1,0.0066,0.75,17.324,0.9542,0,1
1073,1078,372724,372744,73,15,8836,110,1356,175,0.41,0.25,0.0037,0.3333,18.633,0.699,0.75,1
296,310,1731318,1731347,224,34,26255,108,1690,70,0.3503,0.4828,0.0083,0.4118,23.503,11.461,0.5172,1
890,944,2008592,2008620,345,86,45673,123,1694,70,0.8855,0.5185,0.0319,0.6279,25.378,17.324,-0.4815,1
893,907,3264755,3264786,263,31,28320,86,1690,70,0.9266,0.4516,0.0083,0.4516,2.42,11.461,0.5484,1
899,907,3283148,3283163,68,12,7836,107,1692,70,0.9279,0.5333,0.0047,0.6667,18.325,0.9031,0.4667,1
1333,1347,1436808,1436820,121,17,11890,67,1356,40,0.0133,0.8571,0.0103,0.8235,20.828,11.461,-0.1429,1
340,352,573781,573792,103,14,11535,85,1694,80,0.4014,0.9167,0.0071,0.8571,20.128,10.792,-0.0833,1
899,906,844907,844932,139,14,16593,108,1356,40,0.6637,0.28,0.0052,0.5,2.143,0.8451,0.72,1
633,641,341132,341158,139,13,10685,61,1362,200,0.9295,0.3077,0.0059,0.6154,2.143,0.9031,0.6923,1
1277,1290,396403,396420,161,17,11803,41,1364,200,0.1085,0.7647,0.0095,0.7647,22.068,11.139,0.2353,1
1013,1032,3552722,3552733,168,19,15757,61,1360,200,0.4823,0.5789,0.014,1,22.253,12.787,-0.4211,1
1043,1106,4163671,4163699,980,80,92750,24,1356,200,0.3687,0.4444,0.0465,0.7875,29.912,17.993,-0.5556,1
589,601,4201928,4201948,150,19,15635,81,1356,200,0.8687,0.6,0.0088,0.6316,21.761,10.792,0.4,1
772,1006,4313950,4314267,19818,905,1966409,46,1358,200,0.5184,0.7382,0.1723,0.2586,42.971,23.692,0.2618,1
630,649,5015327,5015357,249,32,17250,49,1356,200,0.9292,0.6333,0.014,0.5938,23.962,12.787,0.3667,1
483,512,5060301,5060316,206,41,25181,104,1632,200,0.5919,0.5172,0.0178,0.7073,23.139,14.624,-0.4828,1
705,727,5071808,5071831,282,38,30746,77,1356,200,0.9277,0.9565,0.0162,0.5789,24.502,13.424,0.0435,1
317,337,5082496,5082524,206,27,22484,95,1614,200,0.3928,0.7143,0.0124,0.7407,23.139,1.301,0.2857,1
847,852,1689271,1689336,250,16,28818,106,1353,70,0.7406,0.0769,0.0037,0.3125,23.979,0.699,0.9231,1
23,32,1748216,1748249,170,28,16182,84,1333,40,0.0345,0.2727,0.0068,0.3214,22.304,0.9542,0.7273,1
413,426,2727673,2727684,71,13,7264,84,1623,100,0.5089,0.8461,0.008,1,18.513,11.139,-0.1539,1
484,555,1466087,1466141,1241,183,22191,0,1650,69,0.5867,0.7606,0.043,0.388,30.938,18.513,-0.2394,1
233,259,1482749,1482753,60,26,7043,111,1654,69,0.2817,0.1539,0.0157,1,17.781,1.415,-0.8461,1
99,110,1552116,1552126,65,15,7193,102,1648,69,0.1201,0.9091,0.0067,0.7333,18.129,10.414,-0.0909,1
535,578,149538,149552,265,74,32153,114,1692,70,0.6324,0.3256,0.0254,0.5811,24.232,16.335,-0.6744,1
61,99,4757479,4757628,1970,210,29002,0,1346,100,0.0906,0.255,0.0282,0.181,32.945,15.798,0.745,1
1066,1081,9670837,9670878,235,43,27135,106,1362,40,0.4126,0.3659,0.011,0.3488,23.711,11.761,0.6342,1
153,163,28527,28542,91,16,9860,103,1364,40,0.2243,0.6667,0.0073,0.625,1.959,1,0.3333,1
33,96,60056,60340,3042,198,262543,70,1360,200,0.0485,0.2218,0.0463,0.3182,34.832,17.993,0.7782,1
56,90,173070,173236,2691,204,275133,89,1356,200,0.0826,0.2048,0.0251,0.1667,34.299,15.315,0.7952,1
