@relation Weight-Lifting

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x16 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x40 numeric
@attribute x42 numeric
@attribute x44 numeric
@attribute x46 numeric
@attribute x47 numeric
@attribute class {A,B,E}

@data
123,25.8,-3.73,20,-0.61,-0.44,-45,72,-177,1,584,-376,143,52.1,165,83,108,453,421,277,0.67,-0.13,-0.31,-80,-85,11,50,-728,-208,131,-7.58,82.3,0.5,144,-154,742,689,B
123,25.9,-3.94,20,-0.63,-0.48,-43,72,-177,3,592,-372,142,56.9,134,106,153,377,436,320,0.66,-0.43,-0.39,-80,-66,21,62,-725,-217,132,-8.75,83.5,0.29,96,-153,739,676,B
123,26.1,-4.14,21,-0.66,-0.48,-43,72,-183,3,576,-358,140,62,96,109,148,300,448,361,0.66,-0.77,-0.33,-77,-44,35,73,-730,-222,133,-10,84.6,0.34,84,-160,746,653,B
123,26.2,-4.33,20,-0.67,-0.49,-42,71,-183,0,582,-369,139,66.2,59,101,133,272,459,381,0.71,-1.06,-0.1,-66,-47,37,86,-730,-224,134,-11.5,85.6,0.43,86,-176,739,639,B
123,26.4,-4.58,20,-0.71,-0.49,-40,71,-179,-7,573,-378,138,70.8,53,87,135,196,457,403,0.71,-1.19,0.11,-52,-81,30,107,-716,-214,135,-12.6,86.7,0.19,112,-180,743,639,B
123,26.5,-4.86,20,-0.69,-0.51,-38,69,-177,3,583,-372,137,74.7,60,94,194,152,462,424,0.71,-1.17,0.18,-50,-94,22,117,-719,-215,135,-13.2,87.7,-0.1,83,-189,737,639,B
122,26.6,-5.14,20,-0.67,-0.49,-34,68,-177,-5,579,-361,136,79.1,32,95,185,81,469,440,0.67,-1.33,0.11,-51,-92,22,135,-715,-207,135,-13.4,88.5,-0.16,45,-188,746,646,B
122,26.7,-5.32,19,-0.66,-0.49,-37,69,-173,1,584,-354,136,82.5,8,99,167,18,480,439,0.66,-1.56,0.03,-40,-97,21,153,-715,-206,135,-13.4,89,-0.16,84,-190,740,632,B
122,26.9,-5.53,20,-0.67,-0.51,-38,71,-174,-10,580,-371,135,86.1,31,92,155,-17,482,444,0.59,-1.69,0.02,-31,-113,13,183,-711,-203,135,-13,89.5,-0.42,125,-187,746,637,B
122,27,-5.78,20,-0.67,-0.52,-39,72,-175,-14,587,-373,135,88.9,50,83,132,-61,477,445,0.47,-1.7,0.03,-28,-118,10,198,-712,-200,134,-12.3,90.5,-0.74,101,-180,749,646,B
122,27.1,-6.03,19,-0.66,-0.52,-38,70,-171,-11,584,-367,134,91.7,56,84,134,-88,479,444,0.35,-1.69,0,-33,-116,21,228,-705,-197,134,-11.6,91.5,-0.75,99,-171,755,661,B
121,27.2,-6.24,19,-0.64,-0.51,-35,67,-167,-14,586,-361,134,94.7,47,82,119,-132,478,440,0.34,-1.65,0,-41,-125,40,244,-702,-196,133,-10.9,92.6,-0.87,111,-163,755,662,B
121,27.3,-6.44,18,-0.63,-0.49,-33,70,-163,-16,580,-363,134,97.5,47,77,105,-159,480,443,0.39,-1.56,0.05,-41,-135,47,265,-686,-185,132,-10.1,93.9,-1.11,108,-160,764,682,B
121,27.4,-6.64,18,-0.61,-0.48,-32,70,-161,-15,584,-365,133,100,48,81,86,-205,476,427,0.35,-1.48,0.15,-33,-131,40,281,-686,-191,132,-9.13,95.6,-1.27,97,-155,772,683,B
121,27.4,-6.8,18,-0.56,-0.48,-29,67,-160,-16,582,-366,132,103,52,80,93,-243,463,437,0.19,-1.35,0.2,-39,-128,48,300,-677,-179,132,-8.32,97.4,-1.28,100,-152,780,685,B
121,27.4,-6.89,18,-0.5,-0.44,-29,64,-160,-23,587,-361,131,106,45,73,88,-269,467,430,0.24,-1.11,0.11,-52,-143,67,304,-668,-184,131,-7.61,99.4,-1.32,110,-148,778,693,B
121,27.4,-6.9,18,-0.45,-0.41,-28,66,-161,-15,593,-367,130,108,33,60,83,-313,451,426,0.43,-0.85,-0.1,-44,-137,62,325,-661,-173,131,-6.8,102,-1.57,101,-146,785,702,B
121,27.4,-6.84,18,-0.39,-0.38,-30,72,-160,-21,587,-364,128,111,18,50,71,-328,440,430,0.58,-0.87,-0.52,-43,-116,72,331,-665,-186,130,-5.63,104,-1.99,80,-146,792,697,B
121,27.2,-6.76,18,-0.34,-0.39,-31,75,-161,-12,584,-374,127,114,11,52,80,-362,424,424,0.64,-1.06,-0.69,-52,-109,64,345,-653,-188,130,-4.09,107,-2.2,44,-151,792,695,B
121,27.1,-6.66,19,-0.29,-0.41,-36,77,-164,-16,587,-371,125,116,-4,36,70,-389,411,421,0.67,-1.08,-0.62,-43,-86,46,353,-653,-191,129,-2.26,109,-2.3,37,-154,788,705,B
121,26.9,-6.53,19,-0.29,-0.41,-39,75,-169,-10,583,-368,123,118,-12,18,65,-405,404,416,0.75,-1,-0.54,-26,-56,68,370,-643,-195,129,-0.28,112,-2.41,36,-152,784,718,B
121,26.8,-6.41,19,-0.29,-0.43,-41,74,-169,-15,588,-370,121,121,-21,1,58,-423,399,420,0.93,-0.92,-0.43,-14,-59,67,385,-628,-183,128,1.85,114,-2.55,33,-147,770,721,B
121,26.6,-6.21,19,-0.26,-0.44,-41,71,-168,-9,586,-364,119,122,-22,-9,57,-437,386,404,0.79,-0.88,-0.21,-11,-76,33,390,-633,-195,127,4.42,117,-2.81,47,-141,773,726,B
121,26.5,-6.01,19,-0.24,-0.44,-37,71,-170,-10,579,-368,118,124,-15,-9,56,-454,379,401,0.56,-0.88,0.2,-5,-55,41,397,-616,-184,126,7.43,120,-3.07,22,-140,752,748,B
121,26.4,-5.76,19,-0.22,-0.44,-39,68,-169,-9,582,-357,117,125,-13,-4,49,-465,377,400,0.51,-0.92,0.62,2,-50,59,416,-616,-171,126,10.2,122,-3.13,1,-138,742,751,B
122,26.3,-5.51,19,-0.22,-0.43,-44,72,-167,-14,581,-362,117,126,-7,-1,43,-464,379,392,0.63,-0.87,0.52,-4,-73,60,421,-615,-167,125,13.2,125,-3.07,17,-132,721,750,B
122,26.2,-5.26,19,-0.24,-0.44,-45,71,-168,-8,584,-371,116,127,0,5,47,-467,372,386,0.66,-0.87,-0.08,-11,-98,31,426,-600,-165,125,16.1,128,-3.16,10,-126,702,753,B
122,26.1,-5.06,19,-0.24,-0.44,-43,70,-169,-5,584,-369,116,127,4,3,43,-473,373,376,0.55,-0.87,-0.21,-3,-54,16,439,-601,-167,126,19.3,131,-3.44,10,-127,658,751,B
122,26.1,-4.85,20,-0.26,-0.44,-42,72,-173,-8,585,-366,116,128,10,4,47,-482,375,377,0.42,-0.93,0.15,25,-6,44,449,-593,-169,127,22.4,135,-3.5,-38,-137,612,727,B
122,26,-4.62,20,-0.24,-0.43,-39,71,-175,-6,587,-367,116,128,16,6,47,-481,381,373,0.43,-1.03,0.13,40,-32,59,459,-576,-159,127,25.3,138,-3.44,-85,-143,582,719,B
122,25.8,-4.34,19,-0.22,-0.43,-40,67,-170,-3,586,-368,115,128,16,19,45,-478,379,374,0.45,-0.95,0.05,22,-75,60,466,-577,-154,129,28.4,142,-3.42,-74,-143,527,698,B
122,25.8,-4.1,19,-0.22,-0.41,-40,64,-171,-5,590,-374,115,129,10,28,51,-477,382,364,0.55,-0.74,0.16,3,-64,72,473,-567,-158,130,31.4,146,-3.63,-88,-147,492,685,B
122,25.7,-3.85,19,-0.22,-0.38,-42,66,-170,-4,582,-370,115,129,0,27,39,-476,387,362,0.59,-0.58,0.34,0,-31,78,477,-566,-147,132,34.7,150,-3.73,-112,-150,415,662,B
123,25.6,-3.62,20,-0.24,-0.36,-44,71,-173,-2,584,-375,114,128,4,22,45,-472,391,380,0.61,-0.5,0.46,-2,-9,88,485,-565,-140,133,37.9,154,-3.76,-121,-156,347,645,B
123,25.5,-3.44,20,-0.26,-0.38,-45,72,-175,-2,588,-372,113,128,7,19,56,-473,388,373,0.67,-0.48,0.46,-4,-24,73,494,-558,-138,135,41.3,158,-3.68,-138,-150,306,633,B
123,25.5,-3.25,20,-0.29,-0.39,-46,74,-177,-5,585,-369,113,127,7,20,64,-457,378,373,0.67,-0.39,0.48,2,-56,56,492,-561,-107,137,44.5,162,-3.68,-93,-143,222,613,B
123,25.5,-3.08,20,-0.32,-0.41,-50,74,-179,-3,580,-364,113,126,0,27,68,-452,395,397,0.67,-0.19,0.36,10,-78,56,502,-559,-94,140,47.7,168,-3.85,-95,-142,149,579,B
123,25.5,-2.97,21,-0.37,-0.44,-51,73,-181,-1,583,-367,113,125,-9,34,59,-438,400,389,0.63,-0.08,0.08,10,-72,62,487,-554,-107,144,50.5,174,-3.89,-103,-135,104,562,B
123,25.6,-2.89,20,-0.42,-0.44,-48,70,-180,-5,579,-378,114,123,-10,37,69,-423,395,408,0.66,-0.1,-0.18,14,-46,67,497,-565,-110,149,53.4,-178,-4.03,-88,-136,16,527,B
123,25.7,-2.9,20,-0.45,-0.44,-45,73,-178,-1,576,-373,114,121,-8,31,83,-397,403,407,0.59,-0.22,-0.2,34,-8,59,491,-556,-103,154,55.1,-171,-4,-122,-134,-65,487,B
123,25.8,-2.95,20,-0.47,-0.48,-46,71,-179,-6,586,-373,115,119,-8,35,93,-364,420,427,0.35,-0.43,0.03,66,32,39,500,-552,-107,160,56.4,-162,-4.06,-55,-136,-107,459,B
123,25.8,-2.97,20,-0.48,-0.49,-46,67,-180,1,584,-375,115,117,-13,43,93,-345,422,430,0.05,-0.74,0.31,84,67,32,506,-542,-93,165,57.1,-154,-4.45,-104,-159,-205,398,B
123,25.9,-3.01,20,-0.5,-0.46,-46,69,-179,1,586,-369,116,114,-6,58,108,-308,432,448,-0.13,-1.03,0.56,70,78,45,521,-530,-99,170,57.7,-145,-4.21,-90,-166,-298,340,B
123,26,-3.09,20,-0.53,-0.46,-43,71,-177,-3,589,-380,117,111,-5,69,130,-283,437,458,-0.14,-1.06,0.74,39,35,65,517,-524,-90,175,57.7,-137,-4,-74,-176,-341,306,B
123,26.1,-3.22,20,-0.55,-0.48,-42,72,-177,-4,583,-376,117,108,-16,68,135,-226,431,476,-0.16,-0.93,0.74,30,-8,76,541,-518,-79,-180,56.9,-128,-3.85,-25,-185,-416,232,B
123,26.1,-3.36,20,-0.55,-0.49,-41,69,-180,0,587,-375,117,104,-22,70,132,-165,435,485,-0.16,-0.71,0.8,21,-27,84,538,-509,-86,-174,55.6,-120,-3.77,-58,-179,-476,171,B
123,26.1,-3.45,20,-0.53,-0.49,-38,72,-180,3,584,-365,118,100,-14,82,155,-122,435,496,-0.05,-0.55,0.8,7,-29,97,548,-505,-78,-168,53.6,-111,-3.47,-32,-186,-515,134,B
123,26.1,-3.5,20,-0.51,-0.49,-38,74,-178,-7,580,-372,118,95.5,-8,82,157,-47,424,513,0.1,-0.43,0.69,-7,-27,90,545,-497,-93,-163,51,-103,-3.08,30,-184,-558,98,B
123,26.1,-3.59,19,-0.5,-0.51,-41,70,-172,-7,585,-367,118,90.9,6,85,169,-17,425,505,0.21,-0.35,0.41,-4,-37,77,551,-498,-84,-159,48.3,-97.9,-3.05,26,-199,-583,71,B
123,26.1,-3.65,19,-0.5,-0.51,-43,68,-173,1,584,-369,118,86.4,18,87,173,72,409,501,0.31,-0.26,0.13,2,-31,70,552,-495,-80,-156,45.3,-93.1,-3.07,-17,-203,-609,30,B
123,26.1,-3.73,20,-0.5,-0.51,-41,71,-174,-5,589,-369,118,80.9,31,82,171,116,404,507,0.34,-0.21,-0.03,10,-15,72,550,-491,-86,-154,42.5,-88.7,-3.1,-17,-221,-634,13,B
123,26.2,-3.79,20,-0.5,-0.52,-39,76,-177,-3,587,-368,119,76.1,48,75,177,204,382,485,0.35,-0.24,-0.07,19,-3,73,551,-494,-85,-152,40.2,-85.3,-2.65,0,-251,-631,10,B
122,26.1,-3.82,19,-0.47,-0.56,-38,73,-172,-6,587,-361,119,70.4,66,71,170,286,366,466,0.4,-0.22,-0.1,21,-1,70,557,-489,-66,-151,38.3,-82.7,-1.98,-6,-267,-653,-16,B
122,26.1,-3.8,19,-0.43,-0.54,-37,68,-172,-7,589,-366,119,65.2,115,67,178,329,358,462,0.45,-0.14,-0.11,21,-7,72,556,-496,-75,-151,37.2,-80.9,-1.22,-7,-271,-657,-31,B
122,26,-3.77,19,-0.4,-0.51,-35,67,-172,-5,584,-362,120,59.4,129,56,151,402,343,414,0.51,-0.06,-0.16,20,-13,75,553,-488,-76,-151,37,-79.7,-0.61,-11,-263,-673,-46,B
122,25.9,-3.72,19,-0.39,-0.51,-35,69,-171,-4,591,-359,121,54.3,152,52,128,442,338,386,0.58,0,-0.25,15,-15,72,557,-486,-81,-151,37.7,-79.1,0.03,-13,-253,-669,-52,B
122,25.8,-3.61,19,-0.35,-0.49,-39,69,-165,-5,593,-362,122,48.5,178,54,122,518,311,329,0.64,0.06,-0.41,8,-17,73,553,-491,-79,-151,38.7,-79.6,0.9,6,-257,-668,-57,B
122,25.7,-3.5,19,-0.34,-0.49,-41,66,-167,-3,589,-361,123,42.9,199,56,127,570,286,272,0.69,0.1,-0.54,16,-10,74,553,-495,-75,-153,40.2,-81.2,1.41,17,-240,-667,-38,B
122,25.7,-3.38,19,-0.34,-0.48,-43,67,-169,-2,586,-367,124,37.7,211,52,108,595,285,237,0.75,0.08,-0.62,23,-1,76,546,-493,-69,-154,41.6,-82.8,1.59,-25,-234,-658,-38,B
122,25.7,-3.31,19,-0.35,-0.48,-44,72,-168,1,591,-357,124,32.3,220,57,108,648,260,186,0.8,0.1,-0.72,23,-3,74,542,-502,-70,-154,43.5,-85.2,1.91,-37,-249,-639,-11,B
122,25.7,-3.25,19,-0.39,-0.46,-46,76,-168,-2,586,-350,125,27,223,53,91,666,245,154,0.8,0.14,-0.77,18,-8,71,545,-502,-79,-156,45.5,-88.6,2.44,-45,-241,-623,22,B
122,25.7,-3.22,19,-0.4,-0.48,-43,74,-169,5,589,-352,125,21.5,243,47,87,693,212,69,0.77,0.14,-0.79,22,1,69,541,-505,-73,-158,47.7,-92.8,2.65,-61,-229,-608,47,B
122,25.7,-3.21,19,-0.43,-0.49,-42,69,-168,4,591,-360,125,16.2,254,49,81,702,201,43,0.77,0.1,-0.82,28,9,67,539,-509,-79,-161,50,-96.9,2.68,-80,-229,-573,81,B
122,25.7,-3.22,19,-0.43,-0.48,-42,68,-167,-3,591,-361,124,11,276,23,49,716,154,-32,0.77,0.05,-0.82,21,15,76,537,-513,-85,-163,52.5,-101,2.78,-80,-225,-555,109,B
122,25.7,-3.26,19,-0.45,-0.48,-43,71,-168,2,590,-347,124,5.06,290,12,28,722,127,-100,0.85,0.03,-0.89,19,7,73,539,-515,-86,-166,55.5,-107,2.95,-87,-224,-503,173,B
122,25.8,-3.25,19,-0.45,-0.49,-44,73,-171,-1,591,-360,124,-0.23,304,-6,-5,725,105,-129,0.83,0.06,-0.87,33,12,68,532,-515,-76,-170,58.3,-114,3.34,-61,-221,-443,241,B
122,25.8,-3.29,19,-0.47,-0.49,-43,73,-165,7,591,-352,124,-5.78,313,-1,-10,704,61,-200,0.79,0.03,-0.8,32,13,70,536,-522,-89,-174,60.5,-120,3.24,-48,-205,-410,275,B
121,25.8,-3.34,19,-0.47,-0.49,-39,70,-163,0,587,-356,124,-11.6,313,-11,-41,699,48,-235,0.77,-0.02,-0.74,34,13,66,532,-516,-89,-176,62.7,-127,3.15,-54,-199,-329,374,B
121,25.9,-3.36,18,-0.43,-0.48,-38,67,-162,0,588,-358,124,-17.2,320,-32,-51,666,3,-302,0.77,-0.03,-0.72,23,-2,71,537,-516,-86,179,64.9,-135,3.44,-53,-202,-246,476,B
121,25.8,-3.39,18,-0.42,-0.44,-36,66,-162,3,590,-352,124,-23,321,-54,-89,650,-15,-328,0.74,0.05,-0.67,13,-20,69,524,-519,-93,171,66.3,-148,4.05,-30,-176,-193,523,B
121,25.8,-3.35,18,-0.4,-0.43,-37,68,-161,-4,589,-363,124,-28.5,325,-60,-123,593,-51,-382,0.71,0.21,-0.66,12,-27,74,529,-523,-95,160,67,-163,4.22,-24,-137,-84,626,B
121,25.8,-3.37,19,-0.4,-0.43,-45,72,-161,-1,585,-354,124,-34,325,-52,-146,552,-90,-432,0.69,0.32,-0.67,12,-37,80,517,-526,-92,150,66.8,-178,3.87,-25,-111,41,731,B
121,25.8,-3.4,19,-0.42,-0.43,-43,74,-164,6,593,-360,123,-39.2,315,-78,-194,523,-107,-443,0.75,0.45,-0.8,12,-55,85,518,-526,-80,141,65.3,168,4.01,-3,-134,87,777,B
121,25.8,-3.43,19,-0.42,-0.43,-41,72,-165,-4,587,-347,122,-43.7,311,-132,-272,473,-134,-470,0.77,0.58,-0.95,21,-51,83,507,-538,-91,131,61.3,154,4.59,-14,-106,203,864,B
121,25.8,-3.42,19,-0.42,-0.44,-41,70,-164,11,590,-367,121,-47.7,317,-158,-312,429,-138,-502,0.74,0.69,-0.97,18,-41,86,508,-543,-98,126,57.5,145,4.08,-23,-64,309,916,B
121,25.9,-3.47,19,-0.42,-0.44,-43,71,-162,-3,594,-359,119,-50.9,327,-178,-332,411,-141,-514,0.69,0.83,-0.94,13,-54,84,490,-552,-102,124,54.2,138,3.47,-6,-78,353,936,B
121,25.9,-3.51,19,-0.43,-0.44,-43,71,-163,5,596,-367,118,-52.6,337,-188,-344,386,-134,-507,0.64,0.98,-0.87,12,-59,94,484,-563,-107,122,50.5,131,3.93,-12,-87,452,984,B
121,25.9,-3.58,19,-0.43,-0.44,-43,72,-162,4,590,-362,117,-53,339,-195,-356,386,-117,-523,0.67,1.06,-0.75,11,-58,95,468,-571,-117,120,46.3,125,4.19,16,-65,490,989,B
121,26,-3.67,18,-0.45,-0.46,-41,71,-161,6,587,-349,116,-52.1,343,-184,-349,389,-110,-521,0.64,1.09,-0.56,8,-60,85,444,-586,-101,120,42.5,121,3.73,-11,-76,559,1010,B
121,26,-3.71,18,-0.45,-0.44,-40,69,-159,-3,591,-358,116,-50.2,357,-144,-297,415,-100,-513,0.59,1.16,-0.43,9,-71,81,443,-605,-117,119,39.5,116,3.28,-58,-86,626,1040,B
121,26,-3.78,18,-0.45,-0.44,-40,71,-161,0,586,-354,117,-47.6,366,-135,-270,442,-88,-492,0.53,1.25,-0.39,18,-92,73,418,-610,-113,118,36,111,3.71,-15,-72,656,1030,B
121,26,-3.85,19,-0.45,-0.44,-38,72,-162,11,595,-357,118,-44.4,368,-121,-246,463,-81,-482,0.48,1.28,-0.46,20,-106,73,412,-623,-117,118,32.5,107,3.61,100,-37,707,1040,B
121,26,-3.89,19,-0.43,-0.44,-38,71,-163,1,586,-348,120,-41.1,374,-108,-217,499,-70,-468,0.45,1.27,-0.66,6,-101,68,388,-630,-121,119,29.6,104,2.87,135,-36,747,1020,B
121,26,-3.91,18,-0.42,-0.43,-35,70,-161,2,578,-361,121,-37.6,372,-95,-203,541,-47,-445,0.47,1.22,-0.71,-4,-87,66,376,-640,-112,121,27,102,2.46,92,-64,765,1010,B
121,25.9,-3.98,19,-0.4,-0.43,-37,71,-163,-1,588,-362,122,-33.9,377,-90,-186,552,-40,-426,0.53,1.2,-0.69,-10,-90,76,355,-656,-125,123,23.8,100,2.81,57,-107,786,957,B
121,25.9,-4.01,19,-0.39,-0.41,-38,71,-164,1,593,-365,123,-29.8,378,-83,-170,589,-17,-396,0.61,1.24,-0.75,-13,-97,79,343,-660,-111,125,20.2,97.7,3.21,87,-113,798,929,B
121,25.8,-4.02,19,-0.37,-0.41,-40,71,-163,-1,592,-364,124,-25.7,371,-50,-156,622,4,-362,0.61,1.27,-0.66,-9,-89,86,321,-671,-133,126,17.1,95.6,2.91,64,-118,804,911,B
121,25.8,-4.05,19,-0.39,-0.41,-41,74,-165,4,587,-361,126,-21.2,365,-53,-151,629,19,-341,0.63,1.28,-0.52,-12,-92,93,307,-680,-136,127,14.3,93.4,2.76,74,-133,808,882,B
121,25.7,-4.08,19,-0.39,-0.43,-42,72,-165,3,587,-363,127,-17.2,367,-55,-124,660,56,-295,0.63,1.27,-0.49,-18,-90,91,282,-686,-139,127,11.7,91.2,2.78,86,-148,809,855,B
121,25.7,-4.1,19,-0.39,-0.43,-42,70,-168,1,586,-366,128,-12.3,371,-53,-86,680,91,-255,0.66,1.16,-0.59,-23,-90,78,273,-694,-139,128,8.99,88.6,2.87,105,-149,800,853,B
121,25.7,-4.13,19,-0.39,-0.43,-40,68,-170,7,592,-356,130,-7.21,346,-34,-91,679,106,-231,0.63,1.06,-0.62,-29,-87,69,252,-705,-138,128,6.6,86,2.86,122,-140,798,838,B
121,25.7,-4.1,19,-0.39,-0.39,-39,71,-171,4,593,-366,132,-1.9,324,-12,-111,693,155,-178,0.61,1,-0.66,-31,-83,62,249,-701,-144,128,4.62,83.5,2.71,138,-138,798,823,B
121,25.6,-4.12,19,-0.39,-0.39,-40,73,-168,8,594,-362,133,2.83,317,5,-79,692,169,-155,0.64,0.93,-0.84,-38,-109,65,227,-707,-141,129,2.73,81.1,2.54,178,-137,772,802,B
121,25.5,-4.12,19,-0.39,-0.43,-40,69,-173,9,590,-356,135,8.53,331,11,2,689,217,-99,0.56,0.85,-0.9,-36,-108,64,215,-707,-148,129,0.88,79.3,2.15,200,-135,753,773,B
121,25.5,-4.09,20,-0.39,-0.41,-40,69,-174,6,587,-367,136,14.2,317,40,37,675,253,-39,0.51,0.72,-0.87,-37,-91,59,203,-720,-161,130,-0.51,78.4,1.48,201,-128,749,761,B
121,25.4,-4.1,20,-0.39,-0.39,-41,68,-174,6,589,-368,137,19.2,246,69,3,663,275,-10,0.4,0.56,-0.82,-35,-81,55,193,-711,-167,131,-1.63,78.5,0.9,193,-130,736,741,B
121,25.4,-4.12,20,-0.4,-0.39,-41,70,-174,4,586,-369,137,24.2,279,57,104,634,308,55,0.31,0.55,-0.67,-43,-105,65,186,-724,-176,132,-2.84,79,0.66,145,-156,742,735,B
121,25.3,-4.15,20,-0.4,-0.38,-41,69,-174,10,591,-372,138,29.5,252,75,115,614,329,83,0.32,0.63,-0.77,-50,-113,42,169,-715,-174,133,-4.08,79.7,0.59,134,-161,735,721,B
122,25.3,-4.17,19,-0.4,-0.38,-39,68,-174,9,588,-360,138,34,212,82,66,583,352,139,0.16,0.47,-0.82,-44,-75,50,153,-726,-186,135,-5.34,80.6,0.45,131,-174,738,711,B
122,25.2,-4.17,20,-0.42,-0.38,-40,69,-175,9,581,-373,138,38.7,201,90,70,539,382,202,-0.02,0.34,-0.59,-47,-90,52,153,-718,-181,136,-6.65,81.6,0.37,87,-179,736,693,B
122,25.2,-4.23,20,-0.43,-0.38,-43,71,-176,9,586,-366,137,43.1,201,72,105,518,383,235,-0.14,0.4,-0.41,-63,-102,36,148,-726,-199,137,-7.92,82.3,0.48,80,-182,729,677,B
122,25.3,-4.32,20,-0.5,-0.39,-49,75,-178,17,585,-367,137,47.8,193,68,124,466,401,302,-0.26,0.42,-0.33,-67,-103,43,136,-728,-198,138,-8.93,82.9,0.42,93,-185,732,673,B
122,25.4,-4.48,21,-0.56,-0.43,-50,75,-183,7,584,-371,137,51.8,173,83,138,402,412,340,-0.34,0.31,-0.2,-62,-103,44,132,-724,-201,138,-9.63,83.5,0.18,99,-188,722,671,B
122,25.5,-4.67,21,-0.61,-0.46,-47,73,-182,14,583,-368,136,56.4,127,74,104,374,413,372,-0.32,0.26,-0.2,-73,-105,29,119,-724,-195,139,-10,84.1,0,92,-188,725,671,B
122,25.7,-4.94,20,-0.66,-0.46,-43,69,-180,7,588,-363,135,60.7,135,58,160,307,423,411,-0.18,0.26,-0.41,-82,-111,25,121,-730,-204,139,-10.2,84.7,-0.08,95,-184,729,677,B
122,25.9,-5.19,20,-0.71,-0.48,-40,68,-179,7,592,-367,135,65.2,116,59,151,281,422,435,-0.02,0.26,-0.59,-74,-117,26,107,-726,-215,139,-10.2,85.2,-0.13,102,-179,732,668,B
122,26.1,-5.51,20,-0.72,-0.48,-41,69,-179,15,584,-369,135,69.4,83,82,131,197,421,472,0.22,0.19,-0.61,-69,-101,32,106,-722,-215,139,-10.1,85.7,-0.19,113,-178,730,664,B
121,26.2,-5.81,20,-0.72,-0.49,-40,71,-178,0,584,-372,134,73.3,65,83,136,134,429,486,0.37,0.05,-0.46,-56,-99,28,104,-726,-211,138,-9.83,86.3,-0.32,125,-179,736,667,B
121,26.4,-6.19,20,-0.74,-0.51,-40,71,-177,-2,588,-364,134,77.3,60,71,190,103,427,499,0.42,-0.11,-0.36,-62,-113,13,105,-725,-212,138,-9.5,87,-0.45,123,-172,737,672,B
121,26.5,-6.51,20,-0.75,-0.51,-37,72,-175,-1,585,-358,133,80.9,40,64,179,31,428,515,0.56,-0.26,-0.46,-68,-110,15,106,-727,-217,138,-9.15,87.8,-0.48,133,-172,733,670,B
121,26.7,-6.9,19,-0.77,-0.51,-37,71,-172,-4,588,-362,133,84.3,26,66,137,3,424,516,0.71,-0.37,-0.52,-74,-103,28,107,-717,-217,138,-8.9,88.7,-0.48,133,-170,742,671,B
121,26.8,-7.27,19,-0.79,-0.52,-38,69,-173,-2,586,-368,133,87.4,28,52,133,-49,423,521,0.8,-0.45,-0.48,-67,-90,40,120,-724,-217,138,-8.58,89.6,-0.61,124,-170,746,680,B
120,27,-7.66,19,-0.79,-0.52,-38,70,-173,-3,586,-354,133,90.2,35,14,134,-108,426,519,0.88,-0.47,-0.36,-65,-88,42,123,-723,-219,138,-8.06,90.7,-0.8,115,-171,750,688,B
120,27.2,-8.05,19,-0.79,-0.51,-38,71,-172,-6,594,-354,133,93.6,26,30,97,-127,427,513,0.87,-0.45,-0.21,-67,-94,34,129,-720,-208,138,-7.53,91.8,-0.83,102,-168,753,683,B
120,27.4,-8.4,19,-0.79,-0.54,-36,73,-169,-6,585,-359,134,96.5,19,44,86,-184,430,488,0.85,-0.51,-0.16,-63,-93,29,132,-725,-222,138,-6.92,93,-0.9,113,-166,764,690,B
119,27.5,-8.76,19,-0.77,-0.56,-33,71,-168,-8,591,-353,135,99.6,1,36,81,-205,430,492,0.82,-0.64,-0.18,-55,-100,34,142,-722,-209,138,-6.13,94.4,-1.19,108,-159,763,691,B
119,27.7,-9.13,19,-0.75,-0.54,-30,70,-166,-17,591,-360,135,103,-8,21,96,-265,435,468,0.8,-0.75,-0.2,-58,-106,34,154,-712,-216,137,-5.07,96.1,-1.45,96,-151,768,692,B
119,27.8,-9.45,18,-0.72,-0.54,-29,70,-161,-13,592,-353,136,106,-25,13,81,-292,440,463,0.75,-0.79,-0.2,-57,-111,28,174,-709,-210,137,-3.89,98,-1.67,96,-150,771,700,B
119,27.9,-9.79,18,-0.71,-0.52,-29,67,-161,-13,586,-355,137,109,-24,31,73,-339,435,428,0.66,-0.83,-0.11,-50,-113,28,181,-710,-198,136,-2.5,100,-1.88,95,-141,787,731,B
118,27.9,-10.1,18,-0.66,-0.52,-27,67,-162,-19,591,-351,137,112,-28,48,77,-385,428,413,0.58,-0.87,0.02,-55,-117,40,185,-709,-205,135,-0.55,103,-2.39,89,-135,782,743,B
118,28,-10.3,18,-0.61,-0.49,-25,65,-160,-21,585,-344,137,115,-44,50,73,-400,423,403,0.47,-0.82,0.18,-61,-128,37,204,-703,-202,134,1.7,106,-2.7,56,-129,789,754,B
